codigo,nome,cientifico,grupo,Alfa-tocoferol (Vitamina E) (mg),Açúcar de adição (g),Carboidrato disponível (g),Carboidrato total (g),Cinzas (g),Cobre (mg),Colesterol (g),Colesterol (mg),Cálcio (mg),Energia (kJ),Energia (kcal),Equivalente de folato (mcg),Ferro (mg),Fibra alimentar (g),Fósforo (mg),Gordura de adição (g),Lipídios (g),Magnésio (mg),Niacina (mg),Potássio (mg),Proteína (g),Proteína animal (g),Proteína vegetal (g),Riboflavina (mg),Sal de adição (g),Selênio (mcg),Sódio (mg),Tiamina (mg),Umidade (g),Vitamina A (RAE) (mcg),Vitamina A (RE) (mcg),Vitamina B12 (mcg),Vitamina B6 (mg),Vitamina C (mg),Vitamina D (mcg),Zinco (mg),Ácidos graxos monoinsaturados (g),Ácidos graxos poliinsaturados (g),Ácidos graxos saturados (g),Ácidos graxos trans (g),Álcool (g)
C0354B,"Abóbora, moranga, s/ casca, s/ semente, assada, s/ óleo, s/ sal,",,Vegetais e derivados,2.23,0.00,2.34,5.93,0.75,0.08,,0.00,4.94,107,26,11.7,,3.60,12.8,,0.21,2.99,,202,1.81,,,,0.00,1.78,,,91.3,257,515,0.00,0.09,12.5,0.00,0.11,0.03,0.02,0.05,0.00,0.00
C0501B,"Salada, cenoura, crua, c/ óleo de soja, c/ sal,",,Vegetais e derivados,1.42,0.00,4.04,6.69,1.12,0.09,,0.00,19.0,524,127,14.1,0.42,2.64,23.9,,11.3,10.1,0.00,246,0.99,,,0.00,0.32,0.53,133,0.00,79.9,328,656,0.00,0.04,4.54,0.00,0.27,2.60,6.70,1.78,0.06,0.00
C0302B,"Batata, doce, s/ casca, assada, s/ óleo, s/ sal, Ipomoea batatas,",,Vegetais e derivados,1.47,0.00,31.4,35.3,2.76,0.15,,0.00,37.3,613,145,14.7,0.51,3.90,48.4,,0.28,32.0,,451,2.19,,,,0.00,1.11,11.6,0.06,59.5,396,792,0.00,0.12,17.5,0.00,0.27,,0.08,0.10,0.00,0.00
C0980B,"Salada, pimentão verde, c/ molho vinagrete (tomate, cebola, salsa, vinagre, azeite de oliva), c/ sal,",,Vegetais e derivados,0.69,0.00,2.96,4.49,0.71,0.06,,0.00,9.49,117,28,10.7,0.39,1.53,15.6,,1.06,9.81,,160,0.90,,,,0.32,0.19,128,,92.8,22.2,44.4,0.00,,83.6,0.00,0.22,0.62,0.17,0.21,0.00,0.00
C0116E,"Peixe, água doce, filé, cozido, c/ molho branco (farinha de trigo, manteiga e leite), s/ sal (média de 7 espécies),",,Pescados e Frutos do mar,0.81,0.00,3.22,3.27,1.81,0.05,,71.0,131,597,142,16.3,0.47,0.05,231,,6.23,28.5,3.18,329,18.3,,,0.10,0.00,28.9,244,0.02,70.8,20.9,21.3,3.08,0.03,0.48,1.24,0.80,1.84,0.97,2.64,0.04,0.00
C0566N,"Papa de fígado bovino e cará, c/ caldo de carne, c/ cebola, s/ óleo, c/ sal,",,Alimentos para fins especiais,0.51,0.00,7.81,8.86,1.30,5.08,,241,5.81,497,118,115,2.47,1.06,181,,3.71,9.98,4.81,210,12.8,,,1.08,0.25,0.19,133,0.13,73.3,5840,5850,30.9,0.05,1.10,0.82,1.73,0.91,0.47,1.92,0.05,0.00
C0576F,"Churrasquinho misto (espetinho misto), c/ sal, (carne bovina (alcatra), peito de frango, carne suína (lombo), linguiça calabresa e bacon, grelhada, c/ cebola e pimentão, c/ óleo, c/ sal),",,Carnes e derivados,0.46,0.00,1.88,2.25,2.20,0.05,,69.7,9.77,975,234,5.24,1.08,0.37,184,,14.3,16.9,8.58,287,24.3,,,0.05,0.45,2.36,424,0.21,57.0,1.68,3.37,1.14,0.08,10.6,0.28,1.90,5.79,2.72,4.75,0.11,0.00
C0212N,"Papa de carne bovina moída (acém), cenoura e batata baroa (mandioquinha, batata salsa), c/ caldo de frango, c/ cebola e azeite de oliva, c/ sal,",,Alimentos para fins especiais,0.36,0.00,4.52,5.43,0.82,0.06,,38.0,9.87,476,114,5.88,0.99,0.92,71.0,,5.91,9.32,1.39,201,10.2,,,0.01,0.25,0.23,121,0.02,77.7,74.7,149,0.94,0.04,3.68,0.97,2.91,2.78,0.36,2.24,0.11,0.00
C0807F,"Carne, boi, cupim, frita (c/ óleo de soja), s/ sal, Bos taurus,",,Carnes e derivados,0.56,0.00,0.00,0.00,0.90,0.08,,85.4,7.17,1481,357,7.44,2.54,0.00,199,,27.7,17.1,2.03,301,26.9,,,0.07,0.00,3.09,67.3,0.00,45.5,,,3.56,0.13,0.00,0.23,4.97,6.47,3.79,6.08,0.25,0.00
C0469N,"Papa de peito de frango, fubá e couve, c/ caldo de frango, c/ cebola e azeite de oliva, s/ sal,",,Alimentos para fins especiais,0.32,0.00,6.80,7.71,0.68,0.02,,31.7,26.5,458,109,22.6,0.64,0.91,88.3,,3.40,10.5,2.80,171,12.3,,,0.02,0.00,4.42,142,0.06,75.9,23.5,47.0,0.05,0.01,3.67,0.00,0.37,1.93,0.57,0.74,0.02,0.00
C0008D,"Margarina (média várias amostras, c/ e s/ sal),",,Gorduras e óleos,5.66,0.00,0.00,0.00,0.99,,,0.00,4.41,2632,640,0.97,0.07,0.00,6.03,,71.1,1.01,,10.7,,,,,,,813,,28.6,465,465,0.00,0.00,,0.00,,15.9,25.2,19.2,3.55,0.00
C0451N,"Papa de carne bovina moída (acém), abóbora (jerimum) e chuchu, c/ caldo de carne, c/ cebola, c/ azeite de oliva, s/ sal,",,Alimentos para fins especiais,1.63,0.00,2.86,3.69,0.52,0.05,,40.0,7.29,470,113,7.63,1.01,0.83,73.3,,6.25,9.27,0.64,156,10.8,,,,0.00,0.28,22.2,0.02,78.7,64.1,127,1.00,0.05,2.72,1.03,3.09,2.89,0.39,2.38,0.11,0.00
C0431B,"Salada, Waldorf, s/ sal, (aipo (salsão), maçã verde, nozes, uva passa, maionese, creme de leite, s/ sal),",,Vegetais e derivados,0.50,0.00,13.8,15.9,1.11,0.21,,10.2,44.4,691,166,20.8,0.57,2.12,77.1,,10.9,25.8,0.17,355,2.18,,,0.03,0.00,0.99,86.4,0.05,69.9,145,290,0.02,0.09,3.24,0.11,0.29,1.90,5.66,2.12,0.08,0.00
C0607F,"Carne, boi, alcatra, frita (c/ óleo de soja), s/ sal, Bos taurus,",,Carnes e derivados,1.32,0.00,0.00,0.00,1.12,0.12,,84.8,4.15,1192,286,13.1,2.92,0.00,256,,18.7,23.9,4.29,354,29.4,,,0.05,0.00,5.20,47.5,0.03,48.2,,,2.88,0.05,0.00,0.14,4.44,6.37,5.08,5.91,0.24,0.00
C0949A,"Tortilha, c/ farinha de milho,",,Cereais e derivados,0.28,,38.3,44.6,0.92,0.15,,0.00,81.0,905,214,5.00,1.23,6.30,314,,2.85,72.0,1.50,186,5.70,,,0.07,,6.10,45.0,0.09,45.9,0.00,0.00,0.00,0.22,0.00,0.00,1.31,0.69,1.42,0.45,,0.00
C0178A,"Milho, verde, grão, assado, c/ manteiga, s/ sal,",,Cereais e derivados,0.16,0.00,28.1,32.6,0.81,0.06,,10.7,2.41,826,196,51.2,1.30,4.47,128,,5.00,30.6,,210,7.53,,,,0.00,0.62,1.46,0.31,54.1,72.5,94.3,0.01,0.04,,0.00,0.59,1.21,0.41,2.69,0.14,0.00
C0310F,"Carne, bovina, acém, s/ gordura, cozida, c/ batata, s/ sal,",,Carnes e derivados,0.19,0.00,4.27,4.84,0.72,0.07,,69.4,6.55,695,166,5.83,1.62,0.58,117,,8.30,11.9,1.06,250,18.3,,,0.03,0.00,0.09,37.3,0.02,67.9,0.00,0.00,1.74,0.08,1.62,1.80,5.26,2.69,0.92,3.76,0.20,0.00
C0061A,"Biscoito, salgado, cream cracker, Tostines,",,Cereais e derivados,,,65.3,67.7,2.80,0.00,,,20.2,1865,443,39.8,2.22,2.40,149,,14.5,40.1,7.20,182,11.7,,,0.13,,,861,0.72,3.26,0.00,0.00,0.00,0.17,0.00,0.00,1.15,4.62,2.91,4.42,1.81,0.00
C0027C,"Melancia, polpa, in natura, Citrullus spp.,",,Frutas e derivados,0.00,0.00,6.40,6.52,0.22,,,0.00,8.06,124,29,2.63,0.18,0.13,9.79,,0.05,8.06,,83.6,0.70,,,,0.00,0.60,,,92.5,30.5,61.0,0.00,,4.94,0.00,0.08,,,,0.00,0.00
C0937A,"Macarrão, arroz, cozido, s/ óleo, s/ sal,",,Cereais e derivados,0.03,0.00,22.9,23.9,0.77,0.04,,0.00,4.00,434,102,1.00,0.14,1.00,20.0,,0.20,3.00,0.07,4.00,1.78,,,0.00,0.00,4.50,250,0.02,73.4,0.00,0.00,0.00,0.01,0.00,0.00,0.25,0.03,0.02,0.02,0.00,0.00
C0196K,"Bomba, c/ recheio de creme de confeiteiro (pâtissiére), c/ cobertura de chocolate, vegana, (farinha de arroz, farinha de trigo, amido de milho, água, bebida vegetal à base de soja, suco de limão, casca de limão, extrato de baunilha, chocolate, fermento químico, c/ açúcar, c/ sal),",,Produtos açucarados,0.33,5.90,36.4,37.6,1.44,0.15,,0.22,55.6,918,218,5.60,2.28,1.19,120,,6.04,27.3,0.14,227,3.13,,,0.01,0.30,0.69,292,0.15,51.8,7.47,7.53,0.00,0.13,14.5,0.00,0.81,1.54,1.37,2.09,0.04,0.00
C0216B,"Aipo (salsão), refogado (c/ óleo, cebola e alho), c/ sal,",,Vegetais e derivados,0.33,0.00,5.43,7.05,2.02,0.50,,0.00,102,177,42,53.4,1.14,1.62,47.2,,1.32,14.6,,439,1.33,,,,0.32,0.87,142,,88.3,637,1274,0.00,0.26,5.92,0.00,0.24,0.28,0.77,0.21,0.00,0.00
C1014F,"Carne, quelônio, tracajá, à milanesa, s/ sal, (carne, tracajá, farinha de trigo, farinha de rosca, ovo, frito (c/ óleo de soja), s/ sal), Podocnemis unifilis,",,Carnes e derivados,0.80,,14.0,14.7,1.06,0.13,100,,19.0,1027,245,51.4,2.05,0.71,228,,10.3,35.0,9.14,269,23.6,,,0.17,,6.26,152,0.09,50.3,21.5,21.6,0.59,0.67,0.00,0.30,1.54,2.47,4.99,1.86,0.05,0.00
C0602N,"Papa de peixe (pescada branca) e batata, c/ caldo de peixe, c/ cebola, s/ óleo, c/ sal,",,Alimentos para fins especiais,0.54,0.00,4.23,4.88,0.91,0.03,,25.0,10.8,308,73,7.71,0.16,0.65,68.2,,2.29,10.8,0.23,191,8.57,,,0.01,0.25,14.8,132,0.02,83.3,9.66,17.7,0.94,0.04,1.63,2.17,0.20,1.18,0.45,0.40,0.00,0.00
C1055B,"Purê, inhame, c/ manteiga, leite, s/ sal,",,Vegetais e derivados,1.53,0.00,16.6,18.0,0.90,0.13,,11.9,23.6,507,121,7.62,0.03,1.36,58.8,,4.74,15.6,0.14,210,2.26,,,0.02,0.00,1.23,6.57,0.05,74.1,58.3,61.1,0.04,0.06,1.71,0.00,0.34,1.19,0.13,2.82,0.14,0.00
C0476E,"Peixe, água doce, Pirarucu, cultivado em Rondonia, cozido (a partir do peixe fresco), s/ óleo, s/ sal (média de peixes com diferentes pesos e cortes), Arapaima gigas,",,Pescados e frutos do mar,,0.00,0.00,0.00,1.38,0.07,43.4,,16.4,564,134,,,0.00,200,,3.42,29.9,2.38,292,25.7,,,0.04,0.00,,80.1,0.04,69.4,,,1.44,0.13,0.00,,0.79,0.05,0.81,0.50,0.03,0.00
C0886F,"Carne, frango, peito, cozida, c/ molho chimichurri (páprica, alho, cebolinha, salsa, vinagre, c/ azeite de oliva), c/ sal,",,Carnes e derivados,1.88,0.00,1.24,1.58,1.35,0.03,,70.8,10.6,849,203,7.03,0.47,0.35,186,,10.6,13.4,6.12,222,25.5,,,0.01,0.45,9.36,209,0.09,61.0,12.9,10.9,0.10,0.03,1.52,0.00,0.85,6.74,1.41,2.08,0.04,0.00
C0006J,"Ovo, galinha, clara, desidratada, pasteurizada,",,Ovos e derivados,0.00,0.00,7.65,7.65,6.00,0.18,,0.00,38.8,1469,346,17.6,0.49,0.00,96.1,,0.35,68.6,,908,78.0,,,0.50,0.00,,1124,,8.00,0.00,0.00,0.18,0.04,0.00,0.00,,0.00,0.00,0.00,0.00,0.00
C0856A,"Macarrão, trigo, c/ salsicha, salsa, cebolinha, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal,",,Cereais e derivados,0.32,0.00,18.7,19.8,0.98,0.06,,8.17,9.72,565,134,47.5,0.42,1.13,49.6,,4.37,4.94,1.12,135,4.53,,,0.04,0.00,1.23,198,0.06,70.3,13.7,27.3,0.13,0.04,4.33,0.09,0.55,1.73,0.88,1.46,0.19,0.00
C0680A,"Pizza, salame, caseira, (massa (farinha de trigo, óleo, fermento biológico, sal e açúcar), salame, muçarela, c/ molho de tomate (tomate, c/ óleo, cebola e alho, c/ sal), c/ azeite de oliva),",,Cereais e derivados,0.78,,37.4,38.8,2.99,0.12,,34.3,149,1343,320,94.8,3.00,1.42,195,,12.7,25.2,2.48,212,13.2,,,0.11,,6.56,782,0.26,32.2,38.8,45.7,0.45,0.01,1.83,0.24,2.03,4.15,2.01,4.67,0.19,0.00
C0983B,"Salada, escarola, c/ molho vinagrete (tomate, cebola, salsa, vinagre, azeite de oliva), c/ sal,",,Vegetais e derivados,0.76,0.00,1.24,3.01,1.24,0.08,,0.00,2.31,77,24,116,0.72,1.77,24.6,,1.09,12.9,0.33,270,1.47,,,0.06,0.32,0.18,145,0.07,93.1,175,351,0.00,0.02,6.16,0.00,0.69,0.62,0.20,0.19,0.00,0.00
C0673B,"Salada, agrião, cru, s/ óleo, s/ sal,",,Vegetais e derivados,4.50,0.00,0.59,2.58,0.98,0.14,,0.00,129,96,23,13.3,2.00,1.98,60.1,,0.45,24.1,1.42,244,3.17,,,0.27,0.00,0.20,10.7,0.13,92.8,224,449,0.00,0.11,71.4,0.00,0.76,0.04,0.16,0.12,0.00,0.00
C0211A,"Arroz, integral, cozido, c/ óleo, cebola e alho, c/ sal,",,Cereais e derivados,0.34,0.00,20.9,23.0,0.83,0.02,,0.00,2.85,489,116,4.49,0.12,2.14,42.5,,2.03,22.3,,42.8,2.46,,,,0.47,0.79,188,0.07,71.7,0.00,0.00,0.00,0.08,0.45,0.00,0.27,0.61,0.97,0.43,0.01,0.00
C0131G,"Espeto de queijo de muçarela de búfala, grelhado, s/ óleo,",,Leite e derivados,0.18,0.00,3.35,3.35,2.22,0.08,,74.3,246,1291,311,0.00,0.28,0.00,434,,23.5,21.8,0.00,57.2,21.4,,,0.18,,13.8,537,0.00,49.5,104,112,1.27,0.00,0.00,0.37,3.25,5.55,0.46,13.3,0.80,0.00
C0335B,"Cenoura, s/ casca, refogada (c/ óleo, cebola e alho), c/ sal, Daucus carota L.,",,Vegetais e derivados,0.88,0.00,6.29,10.1,1.50,0.09,,0.00,27.5,219,52,14.6,0.61,3.85,37.2,,1.47,15.0,,361,1.55,,,,0.32,0.78,141,,85.3,417,834,0.00,0.07,5.87,0.00,0.39,0.29,0.85,0.23,0.01,0.00
C0325F,"Carne, boi, capa de contra-filé, s/ gordura, grelhada, c/ óleo e cebola, c/ sal,",,Carnes e derivados,0.13,0.00,0.37,0.48,1.66,0.12,,76.3,9.24,964,230,6.89,2.71,0.11,275,,10.5,25.0,1.76,375,33.4,,,0.07,0.45,0.00,258,0.03,54.0,0.00,0.00,3.23,0.01,0.21,0.06,7.26,4.33,0.82,4.25,0.15,0.00
C0347B,"Inhame, s/ casca, assado, s/ óleo, c/ sal, Colocasia esculenta,",,Vegetais e derivados,1.74,0.00,19.6,21.2,1.33,0.16,,0.00,16.3,392,92,13.0,0.03,1.66,68.1,,0.15,29.5,,533,2.38,,,,0.47,0.94,127,0.07,74.9,2.47,4.95,0.00,0.09,4.44,0.00,0.50,0.00,0.05,0.05,0.00,0.00
C0243E,"Peixe, água salgada, pescada, branca, cozido, c/ camarão, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal,",,Pescados e Frutos do mar,1.26,0.00,0.69,1.12,1.98,0.07,,73.0,26.7,473,113,12.9,0.47,0.43,137,,4.91,18.8,0.36,229,16.2,,,0.03,0.45,25.3,457,0.02,75.8,13.5,25.0,1.81,0.01,3.41,3.74,0.40,2.25,1.30,0.86,0.01,0.00
C0240A,"Sanduíche, cachorro quente (c/ pão hot dog e salsicha), c/ catchup, mostarda e maionese,",,Cereais e derivados,0.64,,26.2,27.6,2.50,0.07,,25.8,104,951,227,43.7,2.51,1.41,100,,9.93,20.3,1.17,202,7.43,,,0.11,,7.15,801,0.24,52.5,26.4,35.0,0.22,0.18,3.79,0.17,1.11,3.55,2.51,2.68,0.04,0.00
C0588N,"Papa de carne moída bovina (patinho), feijão carioca, batata, abóbora (jerimum) e cenoura, c/ caldo de carne, c/ cebola e azeite de oliva, c/ sal,",,Alimentos para fins especiais,1.26,0.00,3.94,5.80,0.95,0.09,,38.1,10.4,461,110,22.9,1.26,1.86,112,,4.64,18.7,1.11,250,12.2,,,0.01,0.25,0.19,119,0.04,76.4,71.6,142,1.27,0.03,1.39,,2.67,2.50,0.52,1.31,0.04,0.00
C0714F,"Carne, frango, inteiro, s/ pele, grelhada/assada, s/ óleo, c/ sal, Gallus gallus,",,Carnes e derivados,0.25,0.00,0.00,0.00,1.60,0.03,,110,9.13,751,179,5.36,0.55,0.00,231,,7.47,13.8,11.1,282,27.9,,,,0.45,11.6,249,0.09,62.9,,,0.32,,3.37,,1.58,2.59,1.79,2.09,0.12,0.00
C0913A,"Arroz doce, c/ açúcar e canela, (arroz integral cozido, leite integral, c/ açúcar e canela),",,Cereais e derivados,0.14,9.75,24.3,25.7,0.46,0.02,,3.71,40.4,520,123,3.98,0.32,1.41,50.6,,1.50,19.4,0.44,75.8,2.39,,,0.07,0.00,1.93,20.7,0.05,70.0,14.7,14.9,0.10,0.04,0.01,0.00,0.29,0.49,0.19,0.76,0.00,0.00
C0183B,"Salada, espinafre, folha, cozida, c/ molho vinagrete (tomate, cebola, salsinha, vinagre e óleo), s/ sal, Tetragonia expansa,",,Vegetais e derivados,1.97,0.00,2.50,4.13,0.58,0.06,,0.00,53.6,183,44,78.1,0.35,1.63,22.9,,2.72,25.8,0.02,175,1.55,,,0.10,0.00,0.09,10.3,0.06,90.9,101,203,0.00,0.05,3.55,0.00,0.29,1.90,0.33,0.41,0.00,0.00
C0175T,"Salada, lentilha, c/ azeite de oliva, c/ sal, (lentilha cozido, tomate, cebola, pepino, salsa, suco de limão, c/ azeite de oliva, c/ sal),",,Leguminosas e derivados,0.62,0.00,8.63,12.6,0.94,0.14,,0.00,27.7,356,85,97.7,1.20,4.00,74.6,,2.80,18.3,0.05,248,4.32,,,0.02,0.32,0.12,120,0.06,79.3,37.8,75.7,0.00,0.06,8.47,0.00,0.82,1.87,0.44,0.43,0.00,0.00
C0054A,"Biscoito, doce, wafer, recheio sabor nozes, Bauducco,",,Cereais e derivados,1.03,,67.2,67.2,0.67,0.00,,,23.4,2200,525,0.00,2.45,0.00,124,,26.5,47.9,1.12,240,4.63,,,0.03,,,137,0.37,1.05,0.00,0.00,0.00,0.30,,0.00,0.87,8.69,2.04,6.97,7.56,0.00
C0996B,"Palmito, Juçara, conserva, drenado, Euterpe edulis,",,Vegetais e derivados,,,1.18,4.33,2.11,0.23,,,58.3,91,22,38.5,0.30,3.15,40.3,,0.40,33.7,,243,1.79,,,0.04,,0.60,513,0.06,91.4,0.00,0.00,0.00,,1.98,0.00,0.73,,0.10,0.10,,0.00
C0197B,"Salada, cebola, cozida, c/ molho vinagrete (tomate, cebola, salsinha, vinagre e óleo), s/ sal, Allium cepa L.,",,Vegetais e derivados,0.53,0.00,6.42,8.15,0.51,0.05,,0.00,16.7,246,59,15.9,0.30,1.73,33.9,,2.63,10.9,0.02,181,1.49,,,0.01,0.00,0.08,1.42,0.04,87.1,15.3,30.6,0.00,0.12,5.75,0.00,0.29,1.91,0.26,0.42,0.00,0.00
C0041N,"Queijo, requeijão, zero % gordura, Danúbio,",,Alimentos para fins especiais,0.00,,4.15,4.15,3.75,0.02,,0.31,141,287,68,5.93,0.06,0.00,244,,0.10,6.35,,50.8,12.5,,,0.10,,,304,,79.5,,,0.20,,,0.00,0.70,0.03,0.00,0.06,0.00,0.00
C1027F,"Carne, frango, miúdo, fígado, a milanesa, c/ sal, (carne, frango, miúdo, fígado, farinha de trigo, farinha de rosca, ovo, frito (c/ óleo de soja), c/ sal), Gallus gallus domesticus,",,Carnes e derivados,1.32,,15.6,16.3,1.96,0.31,436,,15.2,1090,260,650,11.3,0.71,364,,12.7,33.9,5.69,324,20.6,,,0.60,,50.0,305,0.43,48.5,4571,4576,11.2,0.01,,0.19,3.69,2.98,5.38,3.06,0.06,0.00
C1172A,"Crumble de maçã, assado, vegano, (massa para crumble (farinha de trigo, aveia em flocos, granola, canela em pó, c/ óleo de milho, c/ açúcar mascavo), maçã, nozes, suco de laranja e limão, canela em pó),",,Cereais e derivados,0.62,0.00,32.7,36.6,0.89,0.20,0.00,,37.2,936,223,16.6,2.06,3.95,84.3,,7.14,54.2,1.37,390,4.97,,,0.04,8.00,7.18,11.2,0.14,50.4,2.31,4.47,0.00,0.04,3.33,0.00,1.02,1.97,3.61,1.11,0.01,0.00
C0207E,"Peixe, água salgada, sardinha, filé, cozido, drenado, s/ óleo, c/ sal, Sardinella brasiliensis,",,Pescados e Frutos do mar,0.57,0.00,0.00,0.00,2.80,0.14,,72.6,200,510,121,4.86,1.28,0.00,299,,3.18,29.1,6.46,281,23.1,,,0.06,0.45,51.5,235,,70.9,,,4.96,,0.00,1.20,2.09,0.60,0.24,2.04,,0.00
C0518B,"Salada, couve crua, c/ óleo de soja, c/ sal,",,Vegetais e derivados,1.71,0.00,1.08,3.84,1.52,0.09,,0.00,184,511,124,71.2,0.60,2.76,43.1,,11.6,37.9,2.03,494,2.55,,,0.27,0.32,2.75,140,0.18,80.5,278,557,0.00,0.06,90.9,0.00,0.36,2.59,6.72,1.86,0.06,0.00
C0162N,"Papa de peito de frango, batata, abóbora cabotian (japonesa), c/ caldo de frango, c/ cebola e azeite de oliva, c/ sal,",,Alimentos para fins especiais,1.80,0.00,4.10,4.98,0.62,0.04,,31.7,6.16,401,95,5.92,0.26,0.89,94.1,,3.29,8.55,2.74,178,11.9,,,,0.25,4.43,14.0,0.06,79.2,67.1,133,0.05,0.04,2.44,0.00,0.44,1.90,0.48,0.72,0.02,0.00
C0920F,"Peru, inteiro, assado, c/ manteiga, c/ sal,",,Carnes e derivados,0.17,0.00,0.54,0.54,2.57,0.03,,96.4,13.4,777,186,8.90,0.56,0.00,187,,9.31,11.0,5.92,166,24.9,,,0.00,0.45,0.05,776,0.06,62.7,46.7,47.4,0.94,0.00,0.00,0.42,1.15,2.14,1.40,3.86,0.15,0.00
C0360F,"Carne, boi, acém moída, cozida, c/ vegetais - cenoura, chuchu, vagem, c/ óleo, cebola e alho, c/ sal,",,Carnes e derivados,0.31,0.00,1.61,2.30,1.12,0.05,,67.0,8.14,639,153,7.43,1.79,0.70,114,,8.24,14.5,1.32,220,17.7,,,0.21,0.45,0.08,214,0.01,70.6,33.9,66.1,1.69,0.01,1.08,1.81,5.32,3.25,0.87,3.29,0.16,0.00
C0596N,"Papa de peixe (pescada branca), abóbora (jerimum), batata doce e couve, c/ caldo de peixe, c/ cebola, s/ óleo, c/ sal,",,Alimentos para fins especiais,2.04,0.00,6.57,8.09,1.35,0.04,,18.9,49.8,316,75,10.0,0.29,1.52,63.7,,1.94,19.2,0.38,271,7.09,,,0.04,0.25,11.5,127,0.04,81.5,150,298,0.71,0.04,9.39,1.64,0.22,0.92,0.40,0.35,0.00,0.00
C0135A,"Milho, pipoca, p/ micro-ondas, natural, cru, Hikari,",,Cereais e derivados,12.8,,46.5,57.5,2.65,0.15,,0.00,3.58,1772,424,22.4,1.77,11.0,178,,20.6,70.8,1.07,163,7.80,,,0.05,,,608,0.12,11.5,3.78,,0.00,0.10,0.27,0.00,2.78,4.64,11.0,3.23,,0.00
C0529E,"Peixe, água doce, Tucunaré, filé, assado, s/ óleo, s/ sal, Cichla ocellaris,",,Pescados e frutos do mar,0.63,0.00,0.77,0.77,1.61,0.12,63.3,,25.9,942,223,16.2,0.31,0.00,203,,2.38,31.2,1.24,330,25.9,,,0.07,0.00,33.8,64.9,,69.3,,,4.90,,0.89,1.53,1.11,0.54,0.54,0.81,0.01,0.00
C0719F,"Carne, frango, inteiro, refogada (c/ óleo, cebola e alho), s/ sal (média de amostras c/ e s/ pele), Gallus gallus,",,Carnes e derivados,0.46,0.00,0.61,0.75,1.12,0.05,,105,9.10,987,237,6.68,0.77,0.14,238,,15.3,33.9,3.38,308,24.0,,,0.04,0.00,11.8,87.7,0.09,60.1,5.51,5.51,0.32,0.01,1.97,,2.35,6.15,3.88,4.44,0.06,0.00
C0074C,"Ciriguela, in natura, Spondias purpurea L.,",,Frutas e derivados,,0.00,15.0,18.9,0.70,0.12,,0.00,27.4,323,76,,0.36,3.90,48.6,,0.36,18.0,,248,1.40,,,,0.00,,1.68,0.14,78.7,,,0.00,,27.0,0.00,0.53,,0.10,0.20,0.00,0.00
C0848B,"Tempurá de legumes e camarão, frito, c/ sal, (camarão, cebola, pimentão, cenoura, vagem, cebolinha, farinha de trigo e ovo, frito (c/ óleo de soja), c/ sal),",,Vegetais e derivados,0.48,0.00,8.68,10.5,0.84,0.07,,11.9,15.7,581,145,40.7,0.63,1.77,32.7,,10.8,9.14,0.27,115,2.27,,,0.02,0.47,1.23,194,0.04,75.6,43.9,82.5,0.03,0.02,13.9,0.06,0.28,2.54,6.26,1.78,0.06,0.00
C0360B,"Mandioca (aipim, macaxeira), s/ casca, cozida, assada, s/ óleo, s/ sal, Manihot esculenta Crantz,",,Vegetais e derivados,0.25,0.00,42.9,45.6,0.67,0.02,,0.00,28.3,781,184,11.2,0.11,2.71,34.1,,0.37,40.8,,152,0.98,,,,0.00,0.74,1.38,0.08,52.4,9.03,18.1,0.00,0.04,14.3,0.00,0.26,0.12,0.12,0.12,0.01,0.00
C0288A,"Sanduíche,  queijo quente, pão francês, c/ queijo prato, c/ maionese,",,Cereais e derivados,0.41,,28.3,29.5,2.60,0.09,,40.8,298,1329,318,71.2,2.08,1.19,218,,16.5,21.6,0.00,99.9,13.4,,,0.41,,3.32,653,0.18,38.0,2.11,0.93,0.93,0.29,0.00,0.03,1.61,3.91,3.21,6.98,0.46,0.00
C0877A,"Sanduíche, pão de milho, c/ presunto e queijo processado,",,Cereais e derivados,0.16,,37.3,40.4,2.68,0.09,,14.9,159,1010,239,84.8,2.30,3.01,247,,4.08,27.2,0.60,139,11.8,,,0.06,,7.42,803,0.15,41.1,9.27,1.44,0.32,0.07,0.50,0.08,1.35,1.00,0.84,1.29,0.05,0.00
C0205N,"Papa de feijão preto, ovo e macarrão, c/ caldo de frango, c/ cebola, s/ óleo, s/ sal,",,Alimentos para fins especiais,0.25,0.00,6.70,9.92,0.56,0.22,,99.5,24.4,327,78,51.2,0.93,3.21,84.2,,2.66,17.7,0.26,142,5.25,,,0.07,0.00,5.37,36.0,0.05,81.6,7.63,14.9,0.25,0.02,0.27,0.49,1.01,1.00,0.42,0.79,0.01,0.00
C0214K,"Bolo, chocolate, com recheio de coco , (farinha de trigo, açúcar, cacau em pó, ovo, fermento químico e coco),",,Produtos açucarados,0.02,,15.6,16.3,0.10,0.04,,0.00,1.41,1655,394,4.90,0.25,0.71,79.3,,2.72,3.48,0.09,36.6,0.22,,,0.00,0.00,1.92,5.80,0.00,5.68,0.00,0.00,0.00,0.03,,0.00,0.08,0.08,0.02,1.68,0.00,0.00
